TransactionID,EmployeeID,Amount,Date,PaymentMethod
TX0535,EMP010,12598.0,2026-07-05,Card
TX0536,EMP035,4564.0,2026-08-09,UPI
TX0537,EMP012,28267.0,2026-08-02,Net Banking
TX0538,EMP015,9481.0,2026-07-07,UPI
TX0539,EMP040,7059.0,2026-07-12,Net Banking
TX0540,EMP048,16810.0,2026-07-09,UPI
TX0541,EMP034,13042.0,2026-07-17,Card
TX0542,EMP046,3360.0,2026-07-12,Card
TX0543,EMP043,24586.0,2026-07-14,Net Banking
TX0544,EMP025,25451.0,2026-07-22,UPI
TX0545,EMP039,22417.0,2026-07-08,Card
TX0546,EMP017,18694.0,2026-08-06,Card
TX0547,EMP024,12375.0,2026-07-30,Card
TX0548,EMP027,16499.0,2026-08-01,UPI
TX0549,EMP049,15869.0,2026-07-07,Net Banking
TX0550,EMP043,5376.0,2026-07-30,Card
TX0551,EMP025,2913.0,2026-08-04,Card
TX0552,EMP033,7971.0,2026-07-08,Card
TX0553,EMP011,13902.0,2026-07-31,Net Banking
TX0554,EMP041,5229.0,2026-07-15,Card
TX0555,EMP028,3646.0,2026-08-02,Card
TX0556,EMP027,25632.0,2026-07-20,Card
TX0557,EMP039,11562.0,2026-08-02,Card
TX0558,EMP032,17734.0,2026-07-07,UPI
TX0559,EMP004,15958.0,2026-07-16,Cash
TX0560,EMP015,22186.0,2026-07-12,UPI
TX0561,EMP009,22324.0,2026-07-11,UPI
TX0562,EMP037,9232.0,2026-07-13,UPI
TX0563,EMP002,25513.0,2026-07-16,Card
TX0564,EMP011,11451.0,2026-07-06,Net Banking
TX0565,EMP030,25138.0,2026-07-29,Cash
TX0566,EMP035,12443.0,2026-07-23,Net Banking
TX0567,EMP026,3774.0,2026-08-04,Card
TX0568,EMP044,22920.0,2026-07-29,Net Banking
TX0569,EMP046,1389.0,2026-07-07,UPI
TX0570,EMP007,23284.0,2026-07-03,Cash
TX0571,EMP048,1773.0,2026-07-18,Net Banking
TX0572,EMP031,6600.0,2026-07-20,Cash
TX0573,EMP032,18299.0,2026-07-10,Net Banking
TX0574,EMP005,28275.0,2026-08-02,Card
TX0575,EMP032,12550.0,2026-07-24,UPI
TX0576,EMP037,4059.0,2026-07-31,Net Banking
TX0577,EMP030,7370.0,2026-07-05,UPI
TX0578,EMP005,26935.0,2026-08-03,Net Banking
TX0579,EMP027,21938.0,2026-07-09,Cash
TX0580,EMP047,3461.0,2026-07-19,Net Banking
TX0581,EMP037,11854.0,2026-07-19,Card
TX0582,EMP007,8303.0,2026-08-03,Net Banking
TX0583,EMP048,5746.0,2026-07-12,UPI
TX0584,EMP048,25471.0,2026-07-10,Card
TX0585,EMP009,18722.0,2026-07-14,UPI
TX0586,EMP041,5795.0,2026-07-15,Net Banking
TX0587,EMP021,19695.0,2026-07-08,Cash
TX0588,EMP030,12700.0,2026-07-08,Net Banking
TX0589,EMP023,2313.0,2026-07-10,Net Banking
TX0590,EMP040,13770.0,2026-07-20,Card
TX0591,EMP050,5964.0,2026-07-15,UPI
TX0592,EMP040,7735.0,2026-07-17,Net Banking
TX0593,EMP047,26430.0,2026-07-30,Card
TX0594,EMP048,21452.0,2026-07-10,UPI
TX0595,EMP005,4455.0,2026-08-07,Net Banking
TX0596,EMP013,25614.0,2026-07-31,Net Banking
TX0597,EMP037,17442.0,2026-07-08,Card
TX0598,EMP030,26299.0,2026-07-13,Net Banking
TX0599,EMP003,22538.0,2026-07-08,UPI
TX0600,EMP005,10510.0,2026-07-12,UPI
TX0601,EMP027,16278.0,2026-07-15,Card
TX0602,EMP031,16160.0,2026-07-06,Cash
TX0603,EMP009,21738.0,2026-07-01,UPI
TX0604,EMP009,,2026-07-18,UPI
TX0605,EMP007,10326.0,2026-07-29,Cash
TX0606,EMP029,7721.0,2026-07-13,Net Banking
TX0607,EMP001,9236.0,2026-08-05,Cash
TX0608,EMP029,5256.0,2026-07-16,Net Banking
TX0609,EMP024,1578.0,2026-08-06,Net Banking
TX0610,EMP024,28230.0,2026-07-10,Cash
TX0611,EMP034,2692.0,2026-07-23,Cash
TX0612,EMP027,26695.0,2026-08-01,Net Banking
TX0613,EMP037,590.0,2026-07-03,Card
TX0614,EMP039,23432.0,2026-08-08,UPI
TX0615,EMP047,10187.0,2026-07-15,Net Banking
TX0616,EMP040,15771.0,2026-07-21,Card
TX0617,EMP026,8825.0,2026-07-26,Net Banking
TX0618,EMP025,14972.0,2026-07-27,Card
TX0619,EMP012,13821.0,2026-07-01,Net Banking
TX0620,EMP030,16127.0,2026-08-05,UPI
TX0621,EMP007,12101.0,2026-07-26,Cash
TX0622,EMP047,16328.0,2026-08-10,Card
TX0623,EMP043,24851.0,2026-07-20,Card
TX0624,EMP006,13319.0,2026-07-26,Card
TX0625,EMP040,11160.0,2026-07-19,Net Banking
TX0626,EMP006,4386.0,2026-08-06,Card
TX0627,EMP037,11111.0,2026-08-04,Net Banking
TX0628,EMP005,4207.0,2026-08-07,Card
TX0629,EMP025,5883.0,2026-07-21,UPI
TX0630,EMP033,28591.0,2026-08-02,Net Banking
TX0631,EMP037,3137.0,2026-07-15,UPI
TX0632,EMP021,14719.0,2026-07-19,Card
TX0633,EMP047,25111.0,2026-08-01,Net Banking
TX0634,EMP039,28619.0,2026-07-04,Net Banking
TX0635,EMP011,4828.0,2026-07-30,Net Banking
TX0636,EMP034,5325.0,2026-07-01,Card
TX0637,EMP037,11491.0,2026-07-24,Net Banking
TX0638,EMP017,16855.0,2026-07-20,Card
TX0639,EMP037,28814.0,2026-07-20,Cash
TX0640,EMP045,6627.0,2026-07-21,Cash
TX0641,EMP041,5349.0,2026-07-21,UPI
TX0642,EMP007,125733.0,2026-07-17,Card
TX0643,EMP032,26292.0,2026-07-19,Card
TX0644,EMP014,1386.0,2026-07-24,Card
TX0645,EMP040,11713.0,2026-08-01,Card
TX0646,EMP019,4009.0,2026-07-23,Cash
TX0647,EMP027,5133.0,2026-07-27,UPI
TX0648,EMP016,27547.0,2026-08-04,UPI
TX0649,EMP016,549.0,2026-08-10,Net Banking
TX0650,EMP008,9985.0,2026-07-05,Card
TX0651,EMP049,27505.0,2026-07-30,Cash
TX0652,EMP008,18439.0,2026-07-10,Cash
TX0653,EMP005,2616.0,2026-07-09,Cash
TX0654,EMP047,14217.0,2026-08-02,Card
TX0655,EMP028,29142.0,2026-07-03,Card
TX0656,EMP022,12313.0,2026-08-04,Net Banking
TX0657,EMP037,16094.0,2026-08-01,Net Banking
TX0658,EMP020,16190.0,2026-08-10,Card
TX0659,EMP007,19983.0,2026-07-28,Cash
TX0660,EMP037,6023.0,2026-08-05,Net Banking
TX0661,EMP009,25270.0,2026-07-05,UPI
TX0662,EMP028,29663.0,2026-08-06,Net Banking
TX0663,EMP048,4705.0,2026-07-07,Card
TX0664,EMP047,24640.0,2026-07-13,Net Banking
TX0665,EMP019,24598.0,2026-07-06,Cash
TX0666,EMP040,22377.0,2026-07-17,Net Banking
TX0667,EMP031,11440.0,2026-07-31,UPI
TX0668,EMP024,14328.0,2026-07-11,UPI
TX0669,EMP007,25256.0,2026-08-03,Net Banking
TX0670,EMP019,5009.0,2026-07-25,Cash
TX0671,EMP033,24947.0,2026-07-26,Cash
TX0672,EMP050,27659.0,2026-08-08,UPI
TX0673,EMP001,20615.0,2026-07-18,UPI
TX0674,EMP036,10570.0,2026-07-15,Net Banking
TX0675,EMP043,16994.0,2026-08-10,Card
TX0676,EMP048,1978.0,2026-07-23,Cash
TX0677,EMP022,27988.0,2026-07-26,Card
TX0678,EMP006,10600.0,2026-07-13,Card
TX0679,EMP014,2184.0,2026-07-09,UPI
TX0680,EMP043,23936.0,2026-07-07,Net Banking
TX0681,EMP044,19897.0,2026-07-10,Net Banking
TX0682,EMP032,18869.0,2026-07-09,UPI
TX0683,EMP007,2095.0,2026-07-31,Card
TX0684,EMP007,22649.0,2026-07-03,Cash
TX0685,EMP024,19300.0,2026-07-26,Card
TX0686,EMP030,23912.0,2026-08-08,Cash
TX0687,EMP002,24906.0,2026-08-01,Card
TX0688,EMP035,6752.0,2026-07-17,UPI
TX0689,EMP028,6713.0,2026-07-03,Card
TX0690,EMP001,27751.0,2026-08-04,Cash
TX0691,EMP005,16165.0,2026-07-01,UPI
TX0692,EMP023,13420.0,2026-07-28,Net Banking
TX0693,EMP037,8972.0,2026-07-28,UPI
TX0694,EMP042,19350.0,2026-07-08,UPI
TX0695,EMP022,22741.0,2026-07-31,Cash
TX0696,EMP015,568.0,2026-07-08,Cash
TX0697,EMP049,16802.0,2026-07-10,Card
TX0698,EMP023,29804.0,2026-08-03,Card
TX0699,EMP016,8778.0,2026-08-10,UPI
TX0700,EMP023,8786.0,2026-07-11,Cash
TX0701,EMP001,26404.0,2026-08-07,Card
TX0702,EMP016,2330.0,2026-08-07,UPI
TX0703,EMP026,12226.0,2026-08-01,Card
TX0704,EMP046,14018.0,2026-07-06,Net Banking
TX0705,EMP037,24037.0,2026-07-13,Card
TX0706,EMP040,4306.0,2026-07-28,Net Banking
TX0707,EMP028,13304.0,2026-08-10,Card
TX0708,EMP006,4993.0,2026-08-03,UPI
TX0709,EMP020,23735.0,2026-07-18,Card
TX0710,EMP050,19152.0,2026-07-10,Card
TX0711,EMP003,15153.0,2026-08-09,UPI
TX0712,EMP044,12091.0,2026-07-12,Cash
TX0713,EMP035,5018.0,2026-07-15,Card
TX0714,EMP015,27694.0,2026-08-09,Cash
TX0715,EMP039,19606.0,2026-07-24,Card
TX0716,EMP042,9915.0,2026-07-11,Card
TX0717,EMP003,12711.0,2026-07-01,Card
TX0718,EMP006,21922.0,2026-07-18,UPI
TX0719,EMP034,21727.0,2026-08-10,Cash
TX0720,EMP050,14102.0,2026-07-18,UPI
TX0721,EMP002,9435.0,2026-07-29,Cash
TX0722,EMP034,19968.0,2026-07-11,Net Banking
TX0723,EMP007,19917.0,2026-08-01,Net Banking
TX0724,EMP033,18191.0,2026-08-01,Card
TX0725,EMP032,2649.0,2026-07-25,Card
TX0726,EMP007,82093.0,2026-08-01,Net Banking
TX0727,EMP035,18610.0,2026-07-24,Card
TX0728,EMP045,28526.0,2026-07-16,Card
TX0729,EMP044,16004.0,2026-07-31,Net Banking
TX0730,EMP002,10610.0,2026-08-04,Net Banking
TX0731,EMP013,16895.0,2026-08-04,Net Banking
TX0732,EMP013,5728.0,2026-07-09,UPI
TX0733,EMP023,3175.0,2026-07-28,Net Banking
TX0734,EMP008,20503.0,2026-07-01,UPI
TX0735,EMP043,29592.0,2026-07-24,Cash
TX0736,EMP039,25457.0,2026-07-24,Net Banking
TX0737,EMP007,214618.0,2026-07-15,Cash
TX0738,EMP010,1687.0,2026-08-10,Net Banking
TX0739,EMP001,29645.0,2026-08-06,Card
TX0740,EMP046,13764.0,2026-07-02,Card
TX0741,EMP015,9045.0,2026-07-09,Card
TX0742,EMP033,26828.0,2026-07-09,Card
TX0743,EMP046,22518.0,2026-08-06,Cash
TX0744,EMP002,22613.0,2026-07-22,Card
TX0745,EMP007,174174.0,2026-07-30,Cash
TX0746,EMP001,29758.0,2026-08-03,Card
TX0747,EMP008,13859.0,2026-08-01,Card
TX0748,EMP003,16176.0,2026-07-04,UPI
TX0749,EMP041,22653.0,2026-07-06,Cash
TX0750,EMP031,19969.0,2026-07-17,Net Banking
TX0751,EMP050,5582.0,2026-07-14,Net Banking
TX0752,EMP041,9423.0,2026-07-31,Card
TX0753,EMP049,11154.0,2026-07-07,Card
TX0754,EMP012,28452.0,2026-07-16,Cash
TX0755,EMP015,21577.0,2026-07-10,Cash
TX0756,EMP043,11306.0,2026-07-08,UPI
TX0757,EMP013,22174.0,2026-07-08,Cash
TX0758,EMP003,22286.0,2026-07-09,UPI
TX0759,EMP034,12129.0,2026-07-24,UPI
TX0760,EMP041,12392.0,2026-07-17,Cash
TX0761,EMP049,26881.0,2026-07-18,UPI
TX0762,EMP047,17073.0,2026-07-20,Card
TX0763,EMP007,258257.0,2026-07-31,Cash
TX0764,EMP039,21733.0,2026-08-05,Cash
TX0765,EMP043,17892.0,2026-07-22,Card
TX0766,EMP035,15513.0,2026-07-27,UPI
TX0767,EMP041,21890.0,2026-07-31,Net Banking
TX0768,EMP042,27259.0,2026-07-29,Net Banking
TX0769,EMP023,10247.0,2026-07-06,Net Banking
TX0770,EMP003,12869.0,2026-08-10,Cash
TX0771,EMP023,6090.0,2026-07-07,Card
TX0772,EMP011,19588.0,2026-07-17,Net Banking
TX0773,EMP006,12380.0,2026-07-27,Card
TX0774,EMP007,10599.0,2026-07-17,UPI
TX0775,EMP035,21047.0,2026-07-10,Net Banking
TX0776,EMP026,12540.0,2026-08-07,Card
TX0777,EMP027,14198.0,2026-07-03,Net Banking
TX0778,EMP038,13481.0,2026-07-11,Card
TX0779,EMP007,253968.0,2026-08-10,Net Banking
TX0780,EMP032,4211.0,2026-07-30,Cash
TX0781,EMP005,24903.0,2026-07-04,Card
TX0782,EMP043,3205.0,2026-07-31,Card
TX0783,EMP023,10083.0,2026-08-09,Net Banking
TX0784,EMP008,20190.0,2026-07-05,UPI
TX0785,EMP041,4373.0,2026-07-17,Card
TX0786,EMP037,19837.0,2026-07-20,Card
TX0787,EMP003,22125.0,2026-07-06,Cash
TX0788,EMP010,20055.0,2026-07-09,Card
TX0789,EMP001,9498.0,2026-07-08,Cash
TX0790,EMP014,1083.0,2026-07-08,Card
TX0791,EMP005,26676.0,2026-07-17,UPI
TX0792,EMP036,10133.0,2026-07-20,UPI
TX0793,EMP027,24247.0,2026-07-10,Cash
TX0794,EMP050,6335.0,2026-07-12,Card
TX0795,EMP038,5291.0,2026-07-08,Card
TX0796,EMP031,23455.0,2026-08-02,Cash
TX0797,EMP026,28222.0,2026-07-09,Card
TX0798,EMP003,25888.0,2026-08-07,Card
TX0799,EMP004,22661.0,2026-07-23,UPI
TX0800,EMP031,7777.0,2026-08-02,Card
TX0801,EMP001,27439.0,2026-07-27,Cash
TX0802,EMP003,20201.0,2026-07-11,Cash
TX0803,EMP011,5578.0,2026-07-25,Net Banking
TX0804,EMP045,4316.0,2026-07-12,Net Banking
TX0805,EMP023,26199.0,2026-07-05,UPI
TX0806,EMP036,8616.0,2026-07-11,Card
TX0807,EMP021,23093.0,2026-07-12,Card
TX0808,EMP009,4590.0,2026-07-06,Cash
TX0809,EMP019,8775.0,2026-07-01,Card
TX0810,EMP005,8863.0,2026-08-08,Net Banking
TX0811,EMP039,8792.0,2026-07-22,Card
TX0812,EMP010,20404.0,2026-07-17,Cash
TX0813,EMP019,27474.0,2026-08-08,UPI
TX0814,EMP050,27354.0,2026-07-10,Net Banking
TX0815,EMP030,22375.0,2026-07-17,Net Banking
TX0816,EMP023,6474.0,2026-08-04,Net Banking
TX0817,EMP028,28837.0,2026-07-26,Card
TX0818,EMP040,16491.0,2026-07-17,UPI
TX0819,EMP013,16606.0,2026-07-11,Cash
TX0820,EMP032,21191.0,2026-07-02,Card
TX0821,EMP044,23188.0,2026-07-04,Net Banking
TX0822,EMP029,28611.0,2026-07-07,Cash
TX0823,EMP023,17680.0,2026-08-02,Cash
TX0824,EMP008,18496.0,2026-07-27,Net Banking
TX0825,EMP013,22493.0,2026-07-18,Net Banking
TX0826,EMP048,8025.0,2026-08-02,Card
TX0827,EMP028,9577.0,2026-07-07,UPI
TX0828,EMP016,18951.0,2026-07-09,UPI
TX0829,EMP021,2391.0,2026-07-17,Card
TX0830,EMP029,9954.0,2026-08-07,Cash
TX0831,EMP027,21680.0,2026-07-26,UPI
TX0832,EMP035,29295.0,2026-08-04,UPI
TX0833,EMP013,15825.0,2026-07-11,Cash
TX0834,EMP033,12290.0,2026-08-04,Net Banking
TX0835,EMP023,13491.0,2026-07-03,UPI
TX0836,EMP048,20720.0,2026-07-10,Cash
TX0837,EMP008,16562.0,2026-07-22,UPI
TX0838,EMP008,1185.0,2026-07-03,Cash
TX0839,EMP024,16407.0,2026-08-05,Net Banking
TX0840,EMP026,12301.0,2026-08-05,Net Banking
TX0841,EMP035,21173.0,2026-07-23,Cash
TX0842,EMP021,26315.0,2026-07-13,Cash
TX0843,EMP046,28892.0,2026-07-05,Net Banking
TX0844,EMP024,18501.0,2026-07-26,Cash
TX0845,EMP007,11195.0,2026-07-23,Card
TX0846,EMP006,13596.0,2026-08-01,Net Banking
TX0847,EMP049,5705.0,2026-07-25,Cash
TX0848,EMP007,28110.0,2026-07-06,Net Banking
TX0849,EMP048,25495.0,2026-07-05,Cash
TX0850,EMP014,25692.0,2026-08-02,Net Banking
TX0851,EMP005,10179.0,2026-07-07,UPI
TX0852,EMP016,10005.0,2026-08-08,UPI
TX0853,EMP031,25770.0,2026-07-05,UPI
TX0854,EMP022,16564.0,2026-07-30,Cash
TX0855,EMP007,179193.0,2026-08-09,Cash
TX0856,EMP031,14949.0,2026-07-19,UPI
TX0857,EMP021,13561.0,2026-07-03,UPI
TX0858,EMP032,19149.0,2026-08-05,Net Banking
TX0859,EMP049,24482.0,2026-07-08,Net Banking
TX0860,EMP021,10356.0,2026-07-22,Cash
TX0861,EMP008,24369.0,2026-08-10,Card
TX0862,EMP021,7704.0,2026-07-31,Card
TX0863,EMP043,12383.0,2026-07-02,UPI
TX0864,EMP011,27423.0,2026-08-03,UPI
TX0865,EMP048,28656.0,2026-07-07,Net Banking
TX0866,EMP030,27754.0,2026-07-31,Card
TX0867,EMP031,9823.0,2026-07-26,Cash
TX0868,EMP016,25378.0,2026-07-12,Cash
TX0869,EMP047,28114.0,2026-07-18,Card
TX0870,EMP002,29357.0,2026-07-05,UPI
TX0871,EMP015,1116.0,2026-08-10,Cash
TX0872,EMP021,22477.0,2026-07-10,UPI
TX0873,EMP024,29903.0,2026-07-13,Card
TX0874,EMP024,23057.0,2026-07-21,Net Banking
TX0875,EMP008,7378.0,2026-07-28,Cash
TX0876,EMP012,22996.0,2026-07-21,Net Banking
TX0877,EMP005,3604.0,2026-07-21,UPI
TX0878,EMP029,14677.0,2026-07-24,UPI
TX0879,EMP018,18973.0,2026-08-05,Card
TX0880,EMP029,13965.0,2026-07-17,Card
TX0881,EMP030,21145.0,2026-08-04,UPI
TX0882,EMP036,7586.0,2026-08-02,Net Banking
TX0883,EMP028,18383.0,2026-08-09,UPI
TX0884,EMP033,19522.0,2026-08-07,Cash
TX0885,EMP030,19196.0,2026-08-02,Cash
TX0886,EMP033,9034.0,2026-07-11,Cash
TX0887,EMP031,9508.0,2026-08-01,UPI
TX0888,EMP016,8105.0,2026-07-31,Card
TX0889,EMP013,14122.0,2026-07-12,Cash
TX0890,EMP040,17785.0,2026-07-28,Card
TX0891,EMP018,11194.0,2026-07-11,Cash
TX0892,EMP028,12594.0,2026-07-22,UPI
TX0893,EMP010,8949.0,2026-08-02,UPI
TX0894,EMP022,6956.0,2026-07-08,Cash
TX0895,EMP027,19894.0,2026-07-14,Cash
TX0896,EMP032,24573.0,2026-08-02,UPI
TX0897,EMP027,9075.0,2026-07-19,Net Banking
TX0898,EMP019,25886.0,2026-08-09,UPI
TX0899,EMP049,17343.0,2026-07-01,Net Banking
TX0900,EMP026,5447.0,2026-07-30,Cash
TX0901,EMP041,11296.0,2026-08-03,Net Banking
TX0902,EMP037,721.0,2026-08-07,Net Banking
TX0903,EMP028,1655.0,2026-07-07,Card
TX0904,EMP045,10415.0,2026-08-10,Net Banking
TX0905,EMP007,13906.0,2026-07-17,UPI
TX0906,EMP047,24026.0,2026-07-15,Card
TX0907,EMP043,4461.0,2026-07-15,UPI
TX0908,EMP026,25255.0,2026-07-27,Card
TX0909,EMP037,7418.0,2026-07-28,Net Banking
TX0910,EMP027,4580.0,2026-07-20,Card
TX0911,EMP014,21146.0,2026-07-03,UPI
TX0912,EMP040,23342.0,2026-08-10,Card
TX0913,EMP013,18344.0,2026-07-10,Net Banking
TX0914,EMP016,3913.0,2026-07-04,Cash
TX0915,EMP026,3902.0,2026-07-25,Cash
TX0916,EMP042,12006.0,2026-07-17,Card
TX0917,EMP020,13792.0,2026-07-26,Card
TX0918,EMP025,29958.0,2026-08-05,Cash
TX0919,EMP003,8951.0,2026-07-04,Cash
TX0920,EMP006,6181.0,2026-07-12,Net Banking
TX0921,EMP003,28404.0,2026-07-22,Cash
TX0922,EMP004,5041.0,2026-08-02,Net Banking
TX0923,EMP044,1278.0,2026-07-25,Net Banking
TX0924,EMP043,12972.0,2026-07-16,UPI
TX0925,EMP042,12331.0,2026-07-26,Card
TX0926,EMP003,18780.0,2026-08-10,Card
TX0927,EMP004,26393.0,2026-07-20,UPI
TX0928,EMP015,28020.0,2026-08-06,UPI
TX0929,EMP029,9044.0,2026-08-01,Net Banking
TX0930,EMP017,29434.0,2026-07-13,Card
TX0931,EMP007,191400.0,2026-07-11,UPI
TX0932,EMP009,2554.0,2026-08-01,Card
TX0933,EMP037,28184.0,2026-07-09,Card
TX0934,EMP016,4570.0,2026-07-14,UPI
TX0935,EMP004,17863.0,2026-07-10,UPI
TX0936,EMP038,23826.0,2026-07-25,Net Banking
TX0937,EMP046,7858.0,2026-07-13,Net Banking
TX0938,EMP001,8483.0,2026-07-27,Card
TX0939,EMP022,14547.0,2026-08-08,Cash
TX0940,EMP042,26603.0,2026-08-04,Net Banking
TX0941,EMP007,75887.0,2026-08-08,Net Banking
TX0942,EMP043,20071.0,2026-07-02,UPI
TX0943,EMP021,13851.0,2026-07-19,Net Banking
TX0944,EMP019,3799.0,2026-07-10,UPI
TX0945,EMP036,21470.0,2026-08-07,UPI
TX0946,EMP008,25059.0,2026-07-30,Card
TX0947,EMP012,17481.0,2026-07-14,Cash
TX0948,EMP031,5702.0,2026-07-24,UPI
TX0949,EMP034,5093.0,2026-07-25,Card
TX0950,EMP006,12993.0,2026-07-21,Card
TX0951,EMP026,15439.0,2026-07-20,Card
TX0952,EMP007,63022.0,2026-07-03,Net Banking
TX0953,EMP026,7687.0,2026-07-19,Card
TX0954,EMP048,15272.0,2026-07-15,UPI
TX0955,EMP004,9204.0,2026-08-03,UPI
TX0956,EMP050,20741.0,2026-08-05,UPI
TX0957,EMP023,23995.0,2026-07-31,UPI
TX0958,EMP039,19754.0,2026-07-02,Cash
TX0959,EMP022,536.0,2026-08-04,Card
TX0960,EMP016,29765.0,2026-07-17,Card
TX0961,EMP039,1201.0,2026-07-18,Net Banking
TX0962,EMP035,29982.0,2026-08-08,Cash
TX0963,EMP008,1437.0,2026-08-05,UPI
TX0964,EMP036,15735.0,2026-07-03,Card
TX0965,EMP038,3626.0,2026-07-15,Card
TX0966,EMP020,3308.0,2026-07-31,Net Banking
TX0967,EMP047,20660.0,2026-07-23,Card
TX0968,EMP033,21971.0,2026-07-11,UPI
TX0969,EMP017,3987.0,2026-07-22,Cash
TX0970,EMP001,29311.0,2026-08-05,Card
TX0971,EMP034,9953.0,2026-07-10,UPI
TX0972,EMP011,9890.0,2026-07-31,Cash
TX0973,EMP038,9260.0,2026-07-31,UPI
TX0974,EMP027,14105.0,2026-08-06,Net Banking
TX0975,EMP024,5746.0,2026-07-13,Net Banking
TX0976,EMP009,13030.0,2026-07-09,Card
TX0977,EMP036,6694.0,2026-07-23,Cash
TX0978,EMP009,2016.0,2026-07-22,Cash
TX0979,EMP021,11377.0,2026-07-17,Cash
TX0980,EMP042,20331.0,2026-08-01,UPI
TX0981,EMP047,23011.0,2026-08-02,Card
TX0982,EMP050,10923.0,2026-07-11,UPI
TX0983,EMP048,10050.0,2026-08-02,Cash
TX0984,EMP028,23730.0,2026-07-10,UPI
TX0985,EMP011,20595.0,2026-07-17,Cash
TX0986,EMP042,25047.0,2026-07-02,Cash
TX0987,EMP041,27229.0,2026-07-14,Net Banking
TX0988,EMP050,24726.0,2026-08-09,Card
TX0989,EMP033,28126.0,2026-07-19,UPI
TX0990,EMP008,12791.0,2026-07-30,Cash
TX0991,EMP026,12142.0,2026-07-05,UPI
TX0992,EMP023,9985.0,2026-07-27,UPI
TX0993,EMP043,7439.0,2026-07-16,Net Banking
TX0994,EMP020,22590.0,2026-07-31,Net Banking
TX0995,EMP017,21576.0,2026-08-08,Cash
TX0996,EMP005,24140.0,2026-07-22,Net Banking
TX0997,EMP042,5438.0,2026-07-05,UPI
TX0998,EMP038,14992.0,2026-07-20,UPI
TX0999,EMP003,7047.0,2026-07-06,Card
TX1000,EMP022,26844.0,2026-07-19,UPI
TX1001,EMP024,8388.0,2026-07-03,Net Banking
TX1002,EMP024,4745.0,2026-07-27,UPI
TX1003,EMP046,17310.0,2026-07-13,Cash
TX1004,EMP008,26432.0,2026-07-09,Net Banking
TX1005,EMP016,27514.0,2026-07-01,Cash
TX1006,EMP010,3334.0,2026-08-06,UPI
TX1007,EMP013,10113.0,2026-08-04,Card
TX1008,EMP046,5029.0,2026-08-03,Cash
TX1009,EMP048,9582.0,2026-07-03,Net Banking
TX1010,EMP003,16248.0,2026-07-15,Card
TX1011,EMP032,8776.0,2026-08-09,Card
TX1012,EMP012,2491.0,2026-07-24,Net Banking
TX1013,EMP010,15545.0,2026-07-06,Net Banking
TX1014,EMP015,2057.0,2026-07-06,Card
TX1015,EMP010,7187.0,2026-07-11,UPI
TX1016,EMP025,515.0,2026-08-09,Cash
TX1017,EMP050,3061.0,2026-07-07,Net Banking
TX1018,EMP030,13371.0,2026-08-07,Net Banking
TX1019,EMP037,25596.0,2026-07-28,Card
TX1020,EMP025,23351.0,2026-08-07,UPI
TX1021,EMP001,3415.0,2026-08-03,Cash
TX1022,EMP005,1527.0,2026-07-14,Net Banking
TX1023,EMP014,10473.0,2026-08-03,Net Banking
TX1024,EMP013,19741.0,2026-07-07,UPI
TX1025,EMP043,22528.0,2026-07-12,Card
TX1026,EMP043,24782.0,2026-07-09,Card
TX1027,EMP043,10595.0,2026-07-06,UPI
TX1028,EMP032,5456.0,2026-07-04,Net Banking
TX1029,EMP028,1277.0,2026-07-08,UPI
TX1030,EMP033,4832.0,2026-07-05,Cash
TX1031,EMP021,2422.0,2026-07-16,Net Banking
TX1032,EMP034,25893.0,2026-07-03,Cash
TX1033,EMP040,8418.0,2026-07-03,Net Banking
TX1034,EMP039,24782.0,2026-08-10,Card
TX1035,EMP031,16818.0,2026-07-04,Net Banking
TX1036,EMP003,16398.0,2026-07-04,Card
TX1037,EMP037,13916.0,2026-07-02,UPI
TX1038,EMP019,24666.0,2026-07-06,Card
TX1039,EMP038,1781.0,2026-07-22,Card
TX1040,EMP027,3236.0,2026-08-03,Cash
TX1041,EMP045,12989.0,2026-07-31,Card
TX1042,EMP017,12137.0,2026-07-24,Card
TX1043,EMP047,16595.0,2026-07-04,Card
TX1044,EMP043,22265.0,2026-08-01,Card
TX1045,EMP017,17832.0,2026-07-02,Cash
TX1046,EMP025,8094.0,2026-07-26,Card
TX1047,EMP027,10155.0,2026-07-17,Net Banking
TX1048,EMP039,22693.0,2026-08-06,Card
TX1049,EMP035,6443.0,2026-07-13,Net Banking
TX1050,EMP043,15373.0,2026-07-27,Card
TX1051,EMP019,16394.0,2026-07-19,UPI
TX1052,EMP026,22632.0,2026-07-22,UPI
TX1053,EMP022,21573.0,2026-08-08,Net Banking
TX1054,EMP046,14208.0,2026-07-30,Net Banking
TX1055,EMP016,9620.0,2026-07-17,UPI
TX1056,EMP030,11353.0,2026-07-19,Cash
TX1057,EMP007,12641.0,2026-07-29,Cash
TX1058,EMP043,6966.0,2026-07-15,UPI
TX1059,EMP020,18949.0,2026-07-07,Card
TX1060,EMP018,6647.0,2026-07-20,Cash
TX1061,EMP030,19635.0,2026-07-03,Net Banking
TX1062,EMP025,22668.0,2026-07-07,Net Banking
TX1063,EMP043,28874.0,2026-07-18,UPI
TX1064,EMP027,4007.0,2026-08-02,UPI
TX1065,EMP026,22912.0,2026-08-02,Card
TX1066,EMP006,3036.0,2026-07-11,UPI
TX1067,EMP002,10448.0,2026-07-18,Cash
